"restaurant_name","title","description","date","rating","reviewer_destination","restaurant_price","ranking"
Xi Yan Shaw,Good food but moderate service,Overall food was good with valued lunch set meal. However the services there wasn't pleasant due to some error of order taking but the food was being replaced immediately. Followed by the service request  we requested to serve our dessert after main course  but they, 9 September 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Awesome experience,Their crispy rice in fish broth is excellent. I can never have enough of it. Friendly staff also made the visit an enjoyable one., 8 September 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Thumbs Up for Xi Yan!,I enjoyed the food served in Xi Yan. I've brought 2 groups of friends there and their comments are the food is special and delicious. The staff are friendly and make good recommendations so we do not over order and waste food. Overall dining experience, 3 September 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Not bad!,the food was really good with different ethnic tastes  service was equally good! However the place is a bit small so it felt a bit congested., 3 September 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Good wholesome food,Good food  ambience and service. Tried the bean curd with chai po and was surprised that the tofu was not at all salty. The crunchiness of the chai po goes very well with the tofu. Will be back again., 31 August 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Interesting innovative Chinese fare,Dishes were very reasonably priced  considering how delicious and creative they are. A must try is the porridge!, 29 August 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Find uncommon cantonese and hakka dishes here - yummy!,Great prices and generous portions of interesting  uncommon but super shiok dishes. Much better concept than the original Xi Yan at Craig Road. So far  everyone I've brought here loved the food and swore they'd be back with their families., 20 August 2017,5,singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great value for lunch set!,Food quality is good. Set lunch price is reasonable. Must try their truffle fried egg with shrimps. However  seems lack of manpower., 20 August 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Nothing fantastic,food was ok but the restaurant was very open concept.. service was good and prices are also friendly.., 12 August 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,excellent chinese food,kudos to the staff on duty  extremely friendly and great recommendations on food. have been supporting xiyan for many years. food are consistently gd, 7 August 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Not your usual Chinese dishes!,Had dinner here a few times and will go back again as the dishes are far from boring...Service is prompt & friendly too👍👍👍 Everytime-sure-to-order dishes are the XO Radish Cake  Cod fish rice noodle and the Hakka Lo Shi Fan.👍👍👍 For drinks the Kamquat Honey, 1 August 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Decent priced Chinese cuisine in orchard,Service staff were very attentive and efficient. The service stood out more for me than the food  the XO mee tai mak was tasty but a tad too dry. Loved their mapo fried tofu  the butter salted egg yolk squid we found the rings too, 31 July 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great food and fast service,Second time dining there and the quality of the food is consistently good. I love the fish soup with rice. Great ice cream too. I enjoyed both the lychee ice cream with osmanthus flowers sprinkled on top as well as the gula melaka ice cream, 26 July 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great chinese restaurant in the city,Affordable and great tasting food served by Xi Yan Shaw in Orchard! Great serice provided in this restaurant too, 25 July 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Just an average Lunch,I revisited the placed after 1 year ago. I ordered bitter gourd  fish with pomelo sauce  fried vermicelli  fried rice and pork rib with vinegar. The bitter gourd tasted half cook; fish coated with thick flour & the sauce was sweet & sour rather than, 24 July 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great gathering,Great promo for month of July  free portion of Xi Yan's signature niang tou foo for min 2 diners and $30 spent., 20 July 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Comfy Dinner @ Xi Yan,It's always a joy to dine at Xi Yan - be it lunch or dinner. Service is good  servers are attentive and easy-going and friendly. Many dishes on menu are akin to home-cooked food. Best part is prices are not damaging to your wallet. My, 20 July 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,value for money,Good place for value for money and homecooked food. Worth a visit. They also catered to 1 portion order so if you are alone  you can still dine there, 9 July 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Both service & food are good,All the staffs are friendly & handle queries very well. Been there a few times & the food never fail me. But would like to call out that for the Hong Kong steam fish  the taste is good but the fish texture is a bit, 5 July 2017,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Dinner,The restaurant was relatively quite for Monday night with about a couple tables occupied. Service was fast. Pork Patty with Salted Fish and Water Chestnut ($6++/ petite) The patties looked simple and a tab dry but it was savoury and crunchy inside. Salivating Spicy Chicken, 4 July 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Food is good & creative,I have been to Xi Yan at Duxton but this one at Shaw Center is pretty good too. The food comes with some surprises in terms of taste - creativity., 4 July 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Average,Food tastes fine  nothing special. We remember taste was better a few years ago when this outlet just started. Service is passable. Overall  just average., 3 July 2017,3,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Homey cooking with friendly service,The style of cooking at this restaurant is rather homey. Some of the dishes are quite local. The service is friendly., 27 June 2017,3,london,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Excellent service,impeccable service staffs. food was good if only if it was less salty. every dish we ordered was a tad too salty., 25 June 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Food was better a couple of years back,We went there a couple of years back and the food was very good. Decided to go back there for lunch as we were there to watch a movie. We ordered the truffle fried rice (no truffle taste at all  it was very blend)  the, 23 June 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Delightful Cuisine,Chefs do a wonderful job of ensuring the right balance of taste and texture. I have never been disappointed in my visits. Do make reservations especially for weekends., 26 May 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Casual dining...,We were quite taken aback considering the fave reviews. Except for the service it was very 'foodcourt' dining of local fare..., 18 May 2017,3,singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Good Food! Good service!,Morden Chinese resturant centrally located. We enjoyed the yummy food and the food portion is just right. Will defintely go back again., 16 May 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great food  service and ambience,The choice of food was amazing and all dishes we ordered were exquisite. Especially loved the Yong Dao Fu  Fried Radish Cake  Dou Miao. Service was impeccable  and I thoroughly enjoyed the experience. A nice affordable and casual restaurant with great food. I only wish, 18 April 2017,5,Leeds  United Kingdom,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Environment & Taste,Tucked away in Shaw  a nice and quiet place to dine. Personal favourite : rice in superior fish soup Prefer the fried lo shi fan with Xi Yan XO sauce over the hakka style  though both was equally peppery. The Kailan with Crispy olive leaves, 17 April 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Classmates birthday,We had a wonderful meal at Xi Yan Shaw. The menu selection and food portion is good. Will definitely go back again., 26 March 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Superb Service,First time patronise 喜宴 @ Shaw. Service standard remain fine dinning standard. Dishes are awesome and so yummy., 8 March 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Homely yummy hakka food,Decided to check out this place after scouting around for lunch. We ordered Yong tau foo noodles  butter gourd with minced meat and olive leaves  fried tofu with spicy meat sauce  vinegar pig trotters and fried carrot cake. Everything turned out delicious except for the, 4 March 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Innovative Chinese dishes,Liked the food here and service was prompt. They had interesting and innovative dishes not typically found at the usual found at the typical Chinese restaurants. Dishes I liked: black truffle prawns omelette  salted yolk pork ribs  steamed cod  & deep fried pork belly in, 28 February 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great food and service,I thoroughly enjoyed my dinner at Xi Yan Shaw. I have been there a couple of times but never once was I disappointed with their food and service. My favourite dishes are carrot cake and their fried rice., 27 February 2017,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Nice place,Good food and good service Nice ambience and centralised location.interesting signature dishes and highly recommended, 22 February 2017,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Good food,Made prior reservation and brought 2 friends to try this restaurant. Its not my first time  perhaps my third. The good thing is that the restaurant and menu is small so you can decide your order pretty quick and the get your food quick too., 17 February 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Excellent Prosperity dinner with great customer service,Searched prior to leaving Perth  found Xi Yan Shaw Casual had a Prosperity Dinner set menu for two persons  with an online booking option. Came here for the prosperity dinner Sunday evening  6th Feb  with my local friend - we enjoyed menu set C -, 8 February 2017,5,Perth  Australia,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Contemporary Chinese food with an artful touch,A no-frills modern Chinese restaurant that gives a contemporary update to otherwise traditional dishes. Do not expect private dining areas in this small establishment but it has a nice ambience with cheerful artworks adorning its walls. Food is reasonably priced and service staff are very, 2 February 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,CNY set Menu for 2,Love the YuSheng which was surprisingly good with salad leaves and plum sauce. The prawns came with pineapples and apple slices goes v well. Did not like the marinated pork belly. The pepper chicken pieces came mostly in breast meat. I expected it to be, 30 January 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Hakka Canto fusion food,Must tries are the salted egg yolk prawns and the truffle omelette and the ruffle fried rice. Other dishes are really yummy and we love that the food is always service hot and promptly., 24 January 2017,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Very happy customer,It was my first visit to Xi Yan and I wonder why I didn't discover this restaurant earlier! The Yu Sheng was not your typical ingredients but tasted good. Dishes are also not commonly found outside but we enjoyed all of them. Restaurant also served, 24 January 2017,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Dinner at Xi Yan restaurant,The food was delicious  unique and service rendered was reasonable. The chef is able to tweak some of the traditional dishes with new and innovative flavours to tickle the palate. The only setback was the place was a tad too cramped., 17 January 2017,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great flavours  reasonable prices,Xi Yan never fails for a casual family dinner  reasonably priced and delicious Chinese food. Particularly love the chestnut pork leg beehoon they have as a monthly special  pls keep it on the menu!, 16 January 2017,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Average,Location good  However cant fit in big group  max can only 8pack. Rerservation is fast and fast using Chope!More, 4 January 2017,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Value for money set lunch,Try the set lunch. The servings for the rice/noodles mains were big. If you are a small eater then share the set and order some meats from the a la carte menu. We tried the salivating chicken appetiser which was an interesting blend of flavours, 29 December 2016,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Amazing weekday set lunches,Lucky to have lunch with 4 good colleges and friends. Shared the prawn  3egg vegetable soup  pork  and gourmet ice cream deserts. For sub $17 plus plus sets the quality was amazing. Will definitely be back. The only Con is that the restaurant was too, 23 December 2016,5,Milan  Italy,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,As good as their hkg outlet,So glad to have xi yan in Sg. I love their branch in taikooshing hkg and have tried their outlet in Craig Rd but this branch in Shaw mirrors very closely to the one in hkg. Can't wait to come back here again., 18 December 2016,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great place with tasty food - Really tasty.,I have chanced upon this restaurant through a Friend and am so Glad that it was recommended. Loved the oriental vibe to the place with their decorations and setting. Even though it was dinner time  it wasn't noisy but just comfortable. Service was prompt and, 13 December 2016,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,I will be going back!,Discovered this by accident and turned out to be a great new addition (to my own list) of favorite Chinese restaurants in Singapore. The lunch sets are quite reasonably priced though I can imagine the a la carte menu could be expensive. Good food and, 18 November 2016,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Good food and service,Went for early Sunday lunch at Xi Yang  Shaw. Comfortable  relaxing small eatery with good food and service., 15 November 2016,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Enjoyed my lunch,They serve simple but yet tasty dishes. Quite surprised to find Hakka abacus beads in the special menu on my visit. It was very delicious. I loved the dan-dan noodle. It was different from the usual Sichuan style. This has a nutty and sesame taste, 13 October 2016,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Great experience!,Had dinner with a gf  the service staffs were pleasant and attentive. Food quality was good  but I find the price is a bit expensive., 17 September 2016,4,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Unique Dishes,Tucked in a quiet corner of a quiet mall  it is hard to get foot traffic. Thus Xi Yan has to rely on regulars that are drawn there solely by the taste of the food. Instead of the usual fare that you'll find in a, 14 August 2016,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Delicious Tasty Food,We came here for lunch on sunday  we have ordered golden tofu with fried olive leaves in mapo sauce  xo carrot cake  di huang miao and black truffle yunnan ham fried rice. All the dishes were delicious and tasty. We wanted to ordered desserts but, 8 August 2016,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Your average place for daily dining,I came here because I've heard good reviews of this restaurant. Everything on the menu sounded delicious so we decided to order the recommended /signature dishes. To be honest  the soy duck was a total let down. The slices were cut a bit too thick, 28 July 2016,3,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Tasty dishes,Dishes are delicious and well presented. The tofu dishes were yummy and the sauces were not too salty. Special mention must be made for the cod fish with rice noodle which was my favorite. Worth a try!, 9 May 2016,4,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Splendid Easter Dinner,This is the place where I bring my girlfriend to for dinner when she's unhappy  to cheer her up. It works everytime mainly cuz of the 2 amazing dishes stated above and I'll repeat it here again for the fun of it: A) Prawn Paste, 29 March 2016,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Easter Day Lunch,Lovely smoked egg with truffle & salmon roe to celebrate Easter. The dish i love most is their porridge which is extremely tasty & it warms my heart  calms my day. You definitely have to try it yourself! Recently they included vinegar pig trotters in, 28 March 2016,5,Shanghai  Taipei  Hongkong,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,Excellent service  excellent food!,Had a delightful dinner at this exceptional restaurant a few times. Tucked away in Shaw Centre  it is not exactly easy to find this little gem. Nevertheless the food is really great  just look at the menu! Love the ribs  the toufu and noodles. The, 10 March 2016,5,Singapore  Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,One of my favorite places to eat in downtown,Quality and innovative cuisine at an affordable price. Recommended for those who are a bit tired of the local dining scene  and would like to try a different take on local favorites without breaking the bank. Unlike the flagship private dining venue in Tanjong Pagar , 8 March 2016,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
Xi Yan Shaw,CNY lunch,Very impressed with the taste and presentation of the foods we ordered. We truly enjoyed our lunch. The yusheng is unique and appetising  very different from other restaurant., 25 February 2016,5,Singapore,$$ - $$$,#459 of 10 434 Restaurants in Singapore
