"restaurant_name","title","description","date","rating","reviewer_destination","restaurant_price","ranking"
Kok Sen Restaurant,Delicious!,Came for dinner and it was delicious. Got here about 630pm and we were able to beat the queue. We had frog  fried chicken  various noodle prawn dishes and greens  all very delicious and generous servings. Food came quickly as well., 22 February 2018,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good food but salty,Taken the claypot Yang Tau Foo  fermented bean fried vegetable and braised pork in onion and black sauce. The food is nicely fried with wok qi! But claypot and pork are salty. Hope the Chef can cut down the salt for his dishes. Dishes are, 18 February 2018,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Institution for the Zhi char culture!,What a rush to bite into the fried Bee Hoon and be swamped by the wonderful wok hei! Seriously good food with a reasonable price tag. The famous fried fish with bean sauce is done just right (not salty but enough to give a wonderful, 23 January 2018,4,singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Pork Chop not fresh,We planned for a simple dinner after much holiday Xmas eating. Ordered Hor Fun and Sweet Sour pork. The food was not fresh especially the pork. Felt rubbery and recooked. They tried to cover it by adding a lot of red sweet sauce. However the, 25 December 2017,1,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great Zi Char restaurant at Keong Saik Road,One of my favourites Zi Char restaurant in town! Especially like the seafood hor fan and the Yong Tau Foo. Another good choice is the big prawn crispy noodle with gravy! BR Tony, 19 November 2017,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Delicious,Simple coffee shop ambiance  but packs a crowd  tell-tale signs of a hidden gem. Tried the favorites recommended - the fish soup  Prawn horfun  hacheong kai  3 egg spinach  crab  bean curd; the food was delicious. Bill for 4 came up to about $140  which, 15 November 2017,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Go early  eat delicious hawker food,It's a local coffee shop that sells Chinese food (Tze char). On the plus side  it's definitely slightly cleaner than you would expect for hawker food. If you have a party of 2 you might be expected to share  but they seem to have ample, 9 November 2017,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Local food,Dropped by as friends wanted to. Reached at 6pm to avoid the queue. The female server was polite We got some of their specials - yong tau foo  prawn hor fun  prawn paste with chicken skin  and fried fish. I'm sure there are many fans , 8 October 2017,3,Taipei  Taiwan,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Crowded good food,This place is very crowded during peak hours and you will be lucky to find a seat. But it is worth the wait as the food is very good. Price is on the higher side compared to other coffee shops. Service is so so as, 3 October 2017,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Freshly prepared local cuisine,This place is heaving. It’s not the most comfortable dining experience - expect noise  cramped seating  plastic tableware and to be hot and sweaty. The food is made fresh and comes out steaming hot. You can taste the wok. The omelette was the highlight as, 23 September 2017,4,Hong Kong  China,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Poor service  average cuisine.,Though Kok Sen Coffee Shop serves cooked dishes in the traditional coffee shop setting  the efficiency of the service shows that it will be more ideal to go elsewhere if you wish to try out traditional Chinese cooked dishes food. Placed a table reservation for, 27 August 2017,2,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Delicious!,Food was great and recommended to try. However  expect to queue as this place is popular with the locals. Price is decent as well., 16 August 2017,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Still hitting the right notes,This is a place I patronized as a kid when it was still operating at the corner coffee shop on the same street but stopped going for many years due to the long queue and limited parking lots. For more than 20 years  this place, 9 August 2017,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Awesome dinner!,Went here for dinner last night with some friends. Cool old style Chinese restaurant/coffee shop. The place was buzzing and packed and we were lucky to get a table. Our friend ordered a number of dishes. There are many complaints about service and wait times, 3 August 2017,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,High hopes but ...,In buzzy and hip Keong Saik we were really glad to see (as long time Singapore visitors) that old school Chinese restaurants were still there and doing well. So with high hopes we grabbed a table at around 845 Saturday night; looking for a meal, 30 July 2017,1,Sydney,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,BIG PRAWN HOR FUN WOK HEI GAME STRONG!,I am giving this review a good rating. We ordered what almost every table did i.e. (1) big prawn hor fun with excellent wok hei  (2) prawn paste chicken consists of parts mainly breast which was too salty and not the parts we fancy and, 13 July 2017,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Not worth,Service here is easily what makes this a one star venue. No seats indoors  gestured to go outside  pushed to purchase beer if not then tea. Dishes were like a lucky dip  staff would bring a dish out ask each table if they had ordered, 5 July 2017,1,Brisbane  Australia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,My favourite tze char,I have tried many tee char places but always end up being happiest at Kok sen. Very reasonable prices and good portions. My favourite dishes here are the young Tau foo  the har chiong gai  the roast pork kailan and their bitter guord with beef!, 22 June 2017,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great Dinner!!,We went here for dinner. The place was packed and they set up a table in the back alley  it was awesome. The chicken and veggies were so yummy. I'm not sure what I ate but everything was so good. We ordered about 4 dishes, 13 June 2017,4,Jersey City  New Jersey,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,End of the line for this coffeeshop cum restaurant.,The service is beyond awful for being published in the Michelin guide in 2016 and it should be removed in the 2017 guide! We had to wait nearly an hour plus to be seated  but we had hoped that it would be worth the wait., 5 June 2017,1,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Disservice Following Michilin Accolade,I have been eating at Kok Sen for ages. Following their award as a Michilin de Gourmand  I skipped this joint for some while until recently when I had my regular gourmet group gathering  for dinner. All of us are Kok Sen regulars and what, 28 April 2017,3,singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Worst service in Singapore,The service is beyond awful. We waited nearly an hour to be seated  but hoped it would be worth the wait. We then had to wait another 1 hour for the first fish to be brought out and  by the time the last dish came, 11 March 2017,1,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Big prawn mee soup,This is a busy place  very popular with locals. Food is very good. I had a big prawn mee soup and it was delicious; full of flavour and spicy. Portions are huge! Good value for money., 9 March 2017,5,London  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Not much to look at...........,.........and not a coffee shop. Very popular with locals  great food if a bit primitive. You shouldn't care. We enjoyed our meal immensely and its very inexpensive. Great experience!, 7 February 2017,4,Wolverhampton  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Rich and flavourful prawn hor fun,This place is packed by the lunch crowd right after the CNY. We had to share a table with another two customers. The signature dish of prawn hor fun does not disappoint but I would recommend to order a small size for two rather than, 1 February 2017,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Excellent,Saw this in a Michelin listing/blog. We weren't disappointed. Very good food! And cheap. Going back for more on our next trip., 25 January 2017,5,Cebu City,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,One of my favorites in Singapore!,I've been coming here for almost 10 years now and this place made the 2016 Michelin Guide for Singapore. It has always been a popular restaurant for "Zi Char" or cooked dishes with rice. Try their bittergourd pork ribs  roast chicken and their vegetable dishes., 23 October 2016,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Poor tastes and overrated,We were a large group and ordered all their famous dishes. I was looking forward to the chicken with prawn sauce but it was very salty. The sweet and sour pork was the only dish I found ok., 16 October 2016,1,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,No words for it - the best!!,Been here 3 times  I don't want to miss going everytime I'm in Spore. Prawn paste fried chicken is the number one reason I'm here  but I also love the black bean hor fun!!! Just order those two dishes  and fried rice  that's more than, 13 October 2016,5,Serian  Malaysia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Welcome to the Singapore salt-mines..,We were here on a weekday 8:30pm and shared a table with a couple which we didn't mind. After all  this is an old time coffee shop  boisterous  noisy  full of diners. Good experience if you haven't been to such a place before. Service is, 5 October 2016,2,Kuala Lumpur,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good value for money,One of the last traditional coffee shops along Keong Saik street in Singapore. This street used to have a ton of old world charm with traditional eateries and shops; these have been overrun by swanky (expensive) cafes  restaurant offering poor quality food. Kok Sen stands, 3 October 2016,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Delicious! Be prepared to queue!,Since making it into the Michelin guide  this family style restaurant has seen many  many people come here. If you want to eat here  be prepared to queue  hover around almost finished diners  or just come early. They don't take reservations. The food is excellent, 30 September 2016,5,Kuala Lumpur  Malaysia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Average food,We came for lunch one weekday at about 1:30pm and immediately got a table. However we were told that it will be a long wait for food to be served. So make sure you have your iphone/ipad etc to occupy yourself. We ordered the famous, 3 September 2016,3,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Yummmmm tau foo!,Fantastic place for friends and family. However  if u have kids with u  I suggest you give them a light snack before going as you'll be waiting for quite some time for your food. Don't miss the ever popular Yong Tau Foo in a claypot , 25 August 2016,5,Singapore River  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Love the food,Go early otherwise it gets crowded. Yong dow foo served in claypot is one of our favorites. If you like aubergine they do this dish with minced pork., 5 August 2016,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great Food at decent prices.,Try the big Prawn Hor fun! The food was very tasty  and also decently priced. The black pepper beef was excellent too!, 23 July 2016,4,London  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,After Michelin,Kok Sen's won a bib in Michelin 2016 Bib Gourmand. Not that it matters  as the food never needed to prove itself. This time round  we tried the superlatively good curry fish head  done with a fresh red garoupa. Just enough fire  without being overwhelming., 18 July 2016,5,Singapore River  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,A tasty experience,We were recommended by a seasoned foodie and trusted her when she said you needed to be there best by 6pm. We arrived at 5.30pm and there were tables which had already finished. As adviced  we did our research beforehand and promptly placed our order, 11 July 2016,4,Malaysia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Street Food at its Best,Kok Sen is run by Hong Kong Cantonese  and follows a dai pai dong format with customers seated on stools around formica tables in the restaurant or on the pavement outside. There is no air conditioning  so don't wear you finest evening clothes. You need, 21 June 2016,5,Hawick  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,One of the hottest places to eat in Singapore,Make no mistake  this is not a restaurant for the fussy eater who likes immaculate surroundings and a a quiet atmosphere. This place rocks  with diners and would-be's queuing at the door waiting for a table to come free. Some wise people book in advance , 21 June 2016,4,Tauranga  New Zealand,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Strong "Wok" taste,I had been to the restaurant 3-4 times with different group of friends. Generally the food is good. However  I will not come here often because I found(or feel) the amount of MSG used is a lot. I cannot stop myself kept drinking of water, 19 May 2016,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Nice authentic local dish,Love the food here. Must try the 月光河  fried kuey Teow  釀豆腐  tou-fu  滑蛋河  and many more !!! Personally  I think the 月光河 is authentic  it's fried kuey Teow together with prawn  squid  meat..., 17 May 2016,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Food too oily! not for fussy eaters !,Been here a few times and it is familiarity breeds contempt for me as I m finding the food oil and salty esp. their big prawn noodles  Yong tow fu  fried prawn paste chicken and fried bitter gourd with pork ribs (too small the cut, 18 April 2016,2,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Democratic interior and delicious food,Super simple interior  plastic cutlery  but AWESOME food! All the dishes are very tasty. The black pepper crab is killing! The owner (or the managing person) was really welcoming  the service is fast. Not so many tourists., 13 April 2016,5,Paris  France,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Really want to tru,But after waiting 40 mins for my simple Beef Hor Fun that never turned up... I just paid for my drink and left... Don't bother unless you come on a full stomach cos you'll go hungry waiting, 23 March 2016,1,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Nice and reasonably priced,Nice and reasonably priced. The CNY set menu was reasonably priced and dishes tasted good too. Try calling for reservations if you are heading there with a big group., 19 February 2016,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Go early,Be there early as the tables get occupied fast. We had the the steam fish tail which was done just perfect. The frog legs with ginger was also delicious and top out with fried green vegetable with preserve bean. There was only 3 for lunch, 11 February 2016,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Yummy local food,Busy place and not the most comfortable seating and service but food definitely delicious. Especially the frog legs  the pieces were big and juicy. The prawn Kway teow is the famous dish there. Although they said small size serves 1  I suggest you order that, 22 January 2016,4,Sydney  Australia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Authentically Singapore.,I don't know what the English equivalent of 'zi char' is  but it's no matter. This is as authentic Singaporean Chinese cooking as it gets. Come try the hor fun  har jiong kai and ask for the chef's specialties. No chance of a good parking, 10 January 2016,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Umami!,An absolutely unimaginative menu  but done to perfection. No fancy fusion experimentation  just fabulous old school Cantonese fare. Just realised that all 3 dishes I ordered were prepared with preserved condiments  thus the umami bomb! Must tries - Yong Taufu and Prawn Paste Chicken. Don't, 8 December 2015,5,Singapore River  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great Chinese food at affordable prices,The Chinese food here is tasty and authentic. The Yong Tofu claypot is a must! However  I was sorely disappointed by the chili crab  billed as one of their signature dishes. It was expensive (about US $50)  but it was quite small  and the chilly, 4 November 2015,4,Portland  Oregon,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,In the red light district,Hawker food indoors is always a delight and Kok Sen does not disappoint. Cannot miss the superb prawn noodles bath in a belachan stock!, 12 October 2015,4,Singapore River  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,delicious,my friend took me to this place  because she read that this place is have delicious food. so they order (for us) pork sweet and sour : the meat is tender and the taste is very nice. Pork belly with kailan : the taste so, 12 October 2015,4,Denpasar  Indonesia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Awesome food,I am staying nearby the food is really delicious and price reasonably. Be prepare to wait even when ordering take aways. Love their signature yong tau foo  prawn soup noodle  dried curry fish and sliced fish bee hoon. They start serving dinner from 5.30pm and, 15 September 2015,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Amazing!,First visit for me even though I'm local and this place is pretty well known The food here is amazing. The prawn noodles here is out of this world! Slightly spicy  with a hint of lemon grass  this is a Singaporean/Malaysian prawn noodle dish with, 30 August 2015,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Amazing food....,On our first night in the area we had a wander around and came across this place which was packed - full of locals  and holidaymakers. It is cheap  cheerful and fairly basic but the food is just amazing. I ordered a particular prawn dish, 21 August 2015,5,Brighton  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great food,The food was amazing and portions massive!!! We went late at night so didn't have any problems getting seated. The food was simple but so tasty!! Recommended., 15 August 2015,4,London  United Kingdom,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great food outside of a hawker centre,If you want to try something other than a hawker centre  then a cafe like Kok Sen is the next step up. We now eat here on every trip to Singapore and always  always  order way too much! Servings are HUGE even with the smallest, 19 July 2015,4,Sydney,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great Food - Great Price - Great Atmosphere,If you want a great local meal in Singapore with the true local experience you can't go past Kok Sen  you won't be able to miss it as there will be a queue out the door - don't be shy or you will never get, 15 July 2015,5,Melbourne  Australia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Delicious food Decent pricing,Went on a Sat night at about 5.30pm for the 1st time  and half of the seats are taken. Not sure what to order  so asked for signature dish. Many was being recommended but we ordered Hor Fun with egg - delicious and we like, 9 July 2015,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Very Attitude Aunty,Friends stated the food is nice..So went over and no place to sit..Aunty ask to sit at table at back lane..Then ask aunty if can move table a bit..Told me off with attitude..and say "If want to eat then just sit if got table." What, 10 June 2015,1,Singapore  null  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Great food in a no frills cafe,Great food. Might not be as chic as the surrounding cafes and designer shops but well worth a visit. The food is why you would come here and the surroundings are basic and unpretentious. Don't expect the waitress to understand you if you only speak, 6 May 2015,4,Melbourne  Victoria  Australia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good old school food,Great tasting old school singaporean Chinese food made fresh to order. Lines are long but worth the wait. The beef hor fun is the stand out dish but everything else tastes pretty far good as well. Try going just before noon or after 1:30pm to, 26 March 2015,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good for a taste of old Singapore,Kok Sen Restaurant is a tradition coffee shop restaurant  uniquely Singapore. It offers traditional Singapore chinese dishes  like bittergourd fish slices  sweet sour pork chop  fuyong eggs  etc. The restaurant is housed with a traditional coffee shop along Keong Siak Road in the Chinatown vicinity., 23 March 2015,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,good food,i like the local zhe char food served and the ambience of the local coffee shop. i like the local coffee taste, 9 March 2015,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Horrid! Never coming back.,If i could  i wouldn't even rate this place 1 star. Totally negative experience. Made a reservation for my group of 6 friends a week in advance. Got there 15mins before reservation time and was made to wait 45mins and we still weren't seated because, 28 February 2015,1,singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Typical food but new generation service,Was meeting a friend nearby and decided on local food rather than all the fancy dandy food around the area (potato head  burnt ends et al) This is an unassuming zi char stall but they had a decently produced menu. I ordered the typical fare, 14 February 2015,3,Taipei  Taiwan,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good Tze Char,A very decent tze char that serves above average food. Place is a coffeeshop with back alley seating so it does remind one of dining in Malaysia. Be early or else be ready to wait for a table. The signature dishes are the prawn noodles, 27 January 2015,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Have been eating here since 1998,Remembered my first visit to this "Zi Char" in 1998. At that time the shop was still at the u-shaped corner a few doors away. This shop is known for their fish soup  fish bee hoon soup and fish Fried Kway Teow. Specially loved the, 18 January 2015,4,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,excellent Chinese food,This low key restaurant has one of the best Chinese food i have ever had. Their sweet'n'sour pork  beef with ginger and onions  steamed fish tail and all veggies are phenomenal!, 14 January 2015,5,singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good and tasty,Will come back to taste other dishes  overall it is a good experience. I liked the prawn soup but some friends commented it was salty. Fo rong egg was nice. Price is avg  not your most expensive . Worth the trip and please come early, 8 November 2014,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Over rated ? somewhat  Malaysian style ? (maybe but not really) Value for money (Yes),Friends described food here as near as Malaysian style esp with its yong tou fu and big prawn noodles. My verdict is it' s good the 1st time but after 3rd time  the novelty ran out. Here are my grouses and praise. Grouse: big prawn, 19 October 2014,3,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,great local food,had the Ee Mee and it was amazing. tasted spicy and good. we paired it with greens cooked in fermented bean curd. it was all very yummy., 25 April 2014,4,Dubai  United Arab Emirates,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Yummy Cze Char or Wok Fried,Never stop to amaze me this place that is tucked away in Chinatown. Must try the BOG PRAWN Hor-Fun or Deep Fried noodle., 27 March 2014,5,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Cantonese Cze Char that makes you feel-good,Every visit to Kok Sen is an exciting culinary experience. I've been here on numerous occassions and have always enjoyed the food and atmophere. It'll be helpful to read chinese as they have their specials pasted on the wall  speak & understand cantonese to have, 24 January 2014,4,Surfers Paradise  Australia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good stuff,A must try is the fried kway teow with big prawn and chili crab sauce....really yummy. Fried bittergourd was nice too  try the coffee pork ribs, 7 December 2013,5,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good food but crowded and stuffy place,I've been to Kok Sen on quite a number of occasions. The food is pretty good but can be a tad salty at times. Do remind them to go easy on the salt if you need to. In my case  I've got my elderly parents, 3 December 2013,3,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,I would look somewhere else,Been here twice for take away spanning around half a year apart: 1st time  ordered: 2x beef hor fun 2nd time  ordered: 1x beef hor fun (friend wanted it. didn't order it because its was good before.) 1x cereal squid 1x prawn paste chicken 1x, 5 November 2013,1,Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good food at reasonable prices,We are a regular of this "zi char: place for a no. of years. I simply adore the fish belly cooked with bittergourd and black bean paste. The claypot yong taufu is equally good  not forgetting the claypot chicken. Today's lunch for 3 comprised spinach, 29 September 2013,4,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Yummy zi char at a reasonable price,My bro in law introduced this outlet to us. Everything here is yummy which I didn't believe before i ate it. I think it's because the cook has a lot of years of experience therefore he is able to handle the fire very well! The, 17 July 2013,4,singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Simply good food,Open for lunch and dinner only. Close between 2-5pm. Good food  good price. No English  except the owner's son., 18 June 2013,4,Jakarta  Indonesia,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Good food and cheap,Try the lime juice and the prawn paste chicken. The menu actually has other items that looks good. Closes shop before midnight., 3 June 2013,4,Manila,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
Kok Sen Restaurant,Best zi char in town,Simply the best zi char in town. Come early for lunch or dinner so that you don't have to wait. I tried the black pepper fish  vegetables with fermented beancurd  prawn paste chicken and all didn't disappoint. In fact  I think this is the best, 9 April 2013,5,Singapore  Singapore,$$ - $$$,#1 155 of 10 434 Restaurants in Singapore
