"restaurant_name","title","description","date","rating","reviewer_destination","restaurant_price","ranking"
Ming Chung Restaurant,Read Opening Hours Carefully,This is actually an excellent restaurant but if you walk in before 3 they ignore you although there are other customers you think are being served. They aren't  they're just regulars getting in early for takeaways because there is a small sign we didn't see, 24 February 2016,5,Sydney  Australia,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Great Heng Hwa cuisine,Very rustic comfort food done lovingly by the family. The dialect group is under-represented in Singapore  which is a pity  as their cuisine is simple  refreshing and flavourful. A must try are their noodles  as well as deep fried batang steak! If you can  order, 11 February 2016,4,Singapore River  Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Awesome Chinese Food,Close to the J8 Hotel  this Chinese food joint serves very good Chinese food. Run by the owner himself  the food as well as the atmosphere of the restaurant is extremely good., 30 May 2015,5,Mumbai  India,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Very Nice food  Friendly Service,I walked in here with my little daughter not knowing what to expect  however we were greeted by a very friendly guy who helped us to order. The food was authentic and excellent. Good Place... highly recommendable., 18 May 2015,5,Colombo  Sri Lanka,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Yummy Chinese food in Singapore,I am quite difficult as regards to Chinese food in Singapore as there is too many choices but this foid here is excellent. The owner and staff very pleasant and helpfull. Simple traditional lay out but quickly forgotten when you start tasting the food. Nice, 5 May 2015,4,Gembloux  Belgium,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Regular Customers,My family and I often patronise this restaraunt almost every week. They are selling authentic xin Hua food. Must eat dish would be their xin hua bee hoon  lor mee  Kailan with Tau kee and their beh kar fish. Serving time is quite fast and, 20 March 2015,5,Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Good and authentic.,Came here to eat just before locals came in. Food was really good and atmosphere really friendly. Restaurant has long history and you can taste it on the plate., 11 September 2013,4,Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Loved it since I was a child.,Loved it since I was a child., 3 March 2008,4,Singapore  Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,The Lor Mee is very nice.,The Lor Mee is very nice., 18 January 2008,4,Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,A clan cuisine  like Pu...,A clan cuisine  like Pu Tien. But a simpler decor  reminiscent of Singapore in the olden days. Great lor mee and fried fish!, 17 December 2007,4,Singapore  Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,Lor Mee  La la  Bey Kar...,Lor Mee  La la  Bey Kar fish & Kanna tau Kee.... definitely must try!!, 30 November 2007,4,Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
Ming Chung Restaurant,The Lor Mee is a MUST TRY!!! Simply heavenly!,The Lor Mee is a MUST TRY!!! Simply heavenly!, 26 November 2007,5,Singapore  Singapore,$$ - $$$,#1 172 of 10 434 Restaurants in Singapore
