"restaurant_name","title","description","date","rating","reviewer_destination","restaurant_price","ranking"
Noodle Place,Local,A lovely restaurant with amazing food. Prices are decent  location is convenient  and the staff is friendly. It's usually busy here  so you might need to be in queue in order to get in. However  this should not take longer than 5 minutes  based of, 26 October 2016,4,Denmark,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Succulent Shrimp Wontons,The dry shrimp wonton noodles ($9) came with springy noodles and 4 small but succulent wontons and a small bowl of soup. Taste-wise  comparable to the noodles found in most HK cha chaan tengs but too pricey for the small portion served. The mango with, 1 October 2016,3,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Good Simple Cantonese Food at a Pricier Side,Introduced to this place for dinner by friends. Had the shrimp wonton noodle with soup and a plate of roast meat (pork and duck) to share. The food is prepared authentically and tastes great to my personal expectation of cantonese food. The price of the, 24 September 2016,4,Melbourne  Australia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Decent lunch,Good place to have quick lunch. Service is average. The shrimp wonton noodle soup is good enough for lunch. Also try the crispy fish skin with salt and pepper., 15 September 2016,3,Jakarta  Indonesia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,They place nuts on your table then CHARGE for them!!!,So rude. We couldn't believe it  we didn't asked for these pickled peanuts and didn't eat them but there was a fee for them on the bill. There was also a charge for two packaged wet paper towels. They were only 0.60 each but we, 19 August 2016,1,Melbourne  Australia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Casual Dinner for Two,This is one of our favourite restaurants. We have noted that it tends to become busy from 7pm onwards. Today  we arrived at around 6:30pm and there weren't many diners yet. We were quickly greeted at the entrance and ushered to a seat. The staff, 7 August 2016,4,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Service is so so  food is so so,This Noodle Place is located at 313 Somerset Road. Food was just barely acceptable. Service was even worse. The service staff was just pretended that they did not see us at all even we raised our hand up till we called them., 15 June 2016,1,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Standard of food dropped drastically,Honestly it was a wrong decision to celebrate mothers day with my son and his girl friend.service was fast prompt polite.but the crispy noodles tasted so so despite fresh imgredients.the scallop egg white fried rice was tasteless..the black chicken herbal soup used the breast meat, 4 May 2016,2,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Hidden Charges,My wife and I landed in Singapore this morning for a few days. We are staying just off Orchard Road and had lunch this afternoon at their outlet in Orchard Gateway as we wanted to experience the local cuisine. Our first time back in the, 4 May 2016,3,Dubai  United Arab Emirates,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,I hate this place,I seriously don't like this place. The food was not good at all.. And they charge for everything.. Asked for a glass of water and they charged. They had kept a wet towel and some peanuts on the table as we entered and they charged, 30 March 2016,1,Colombo  Sri Lanka,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Noodle and more,Good to find Noodle Place at 313 Sommeset. We normally eat at Centre Point branch. Good quality of noodle as well as congee. Refreshing food and simple for lunch or quick dinner. Quality of food is good with good service, 28 March 2016,4,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Yummy Noodles,I ate at the Noodle Place outlet in Orchard Gateway.The noodle and porridge dishes were very authentic Hong Kong and yummy.One outstanding feature of this restaurant was that the waitress checked with the customers whether they require the hand napkins which were placed on the, 23 February 2016,4,Bangkok  Thailand,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Great amount and tasty,We ate dinner at Noodle Place Restaurant and it was good! I got Wonton Soup and he got something with beef. It was fast and tasty. Perfect for our tiring day with just the right amount of carbs., 15 February 2016,5,Moreno Valley  California,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Beware the hidden add-ons,We were looking for a place for a quick evening meal and the Noodle Place Restaurant seemed to fit the bill. It is a large and very busy restaurant in the Orchard Central shopping complex on Orchard Road with mainly local people eating there  which, 10 February 2016,4,Swansea  United Kingdom,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Get the mixed meat platter,The star of this restaurant is their moxed meat platter. We ordered soy chicken and peking duck. It was nice. Overall food was good bordering to a but bland. Service is good., 31 January 2016,4,Manila  Philippines,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Not-so worth money spent,The portion is small and costly. Advertisement shows food with big portion and delicious outside the shopfront but you will be disappointed if you are expecting the same.. it just shrunk :P you may consider elsewhere if you are not into costly yet small portion, 1 January 2016,3,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Bad Experience,Had always wanted to try the noodles here whenever I passed this place and did not realize that its the same one which had moved from The Centrepoint until this very moment. Always like this kind of noodles "Thin and Q (al dente  firm to, 31 December 2015,1,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Nice simple but good meal,i believe a good meal do not have to be expensive   and this place really make it! very good. highly recommend., 15 December 2015,5,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Dinner,The place was jammed pack and we have to queued for couple of minutes since we were 6 people. We've ordered wonton noodle  beef brisket noodle  tendon noodle  BBQ Pork & Roast Pork. This place was really recommended when you are looking noodle in town., 12 December 2015,5,Jakarta  Indonesia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Nothing stands out but nothing too terrible either,I think the food and service have slightly improved compare to a few months ago. This time round instead of placing the peanuts and pickles without asking  they did ask us for our permission before doing so. We ordered beef brisket fried rice  smoked pig’s, 22 November 2015,3,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Great spot for Lunch,If visiting Orchard Road this restaurant in Orchard Gateway is c ideal if you enjoy tasty Singapore fare . Had a wonderful seafood noodle dish. Quick service well priced., 19 November 2015,4,Robina  Australia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Hidden costs,The food was good  service terrible. 5 or 6 staff laughing at the counter without paying attention to the guests. Watch out for hidden costs! The waitress places on our table some peanuts and pickles (we did not ask for them). When we receive the, 16 November 2015,2,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Food is OK. ...watch out for the peanuts,The wet towels are 30cts and the peanuts are $1.50. And usually restaurants use these for the staff tips. But this place add another 10% for service charge. So u end up paying more for service. Is the service worth this much? I don't think, 8 November 2015,3,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,If you like noodles,If you like noodles and other Asian food  you can visit it  although it is more expensive than other places with Chinese food., 29 September 2015,4,Sofia  Bulgaria,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Beware extra charges,Looks like all the extra charges have helped them open a new outlet in Orchard Central. The noodles and congee are the same production line products  which is not too bad but not worth the extras you pay for a sit down meal. The worse, 11 August 2015,1,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Watch out for the extras they put on your table,Taken to the table and we sit down. Given what we thought were complementary wet towel  pickles and peanuts. Ordered our meal and when we went to pay the not so complementary items were on the bill..., 9 August 2015,3,Melbourne  Australia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Quite pricey for this .,Not too bad taste but not so much worth for the price. We don't mind to pay more than sgd 10 for a plate of noodle if the taste is more than average. Agree. .. check your bill  be careful with nuts pickle and tissue, 1 June 2015,3,Surabaya  Indonesia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Beware of hidden cost and small portions,I got attracted to the slide show they have on the TV screen so we decided to try the place. We don't speak the Chinese or Bahasa Malaysia and it seems that food servers in the restaurant do not understand much English and rely on, 26 May 2015,3,Makati City,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Horrible,One of the worst dining experience we ever had First of all when you arrive they give you wet wipes and serve you some horrible boiled peanuts and pickles that we just tasted because we thought they were complimentary but turns out they charge you, 23 May 2015,1,London  United Kingdom,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Pricing not justified,Quite delicious and unique noodles (HK Wanton Mee is different from SG). However  the portions are too small and the price is restaurant pricing  not HK Cafe pricing...which is not justified. I will recommend coming here once in awhile if you particularly like the noodles, 6 May 2015,3,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Bad tasting wanton noodle place.,Worst wanton noodle I've ever eaten. Chilli is too sour n service from a male waiter is so sloppy n unwilling. I ordered a dry noodle n came a plate of noodle drown with this brown salty sauce. N worst of all 1 noodle was, 5 May 2015,1,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Totally not worth..,Price = super expensive Ingredient = cheap Taste = lower then ordinary Portion = small Will not visit again.., 1 May 2015,1,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Hidden costs leave a bitter taste to an otherwise pleasant experience,We were looking for a good lunch place in Orchard Gateway on Orchard Road when we came across the Noodle Place Restaurant. Since we used to enjoy eating there when it was located across the street at Centerpoint  we decided to give it a try., 16 April 2015,4,Salatiga  Jawa Tengah  Indonesia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Fast service. Be sure to order their specialties...,...otherwise the rest of the food are just a bit more than average. We ordered roast pork  soy chicken  crispy grouper skin  and yang zhou fried rice. We liked the modern oriental ambiance  not intimidating at all., 29 March 2015,4,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Not the place for service! They are really bad!,Having been a loyal fan of this restaurant since the days they were at centrpoint however since moving to Orchard Gateway  the service has dropped so much that i am appalled. The servers will not smile but glare will not greet the customer to the, 28 February 2015,2,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Don't eat the nuts!,Without being asked  the waitress brought us little plates of boiled nuts  pickles  etc. We assumed they were complementary until we went to pay the bill. They were sneaky add-on's to the total price. The same went for the serviettes. The minute you use one , 6 February 2015,1,Brisbane  Australia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Average Wonton Noodles,Had the opportunity to try the much acclaimed wonton (dumpling) noodles at Noodle Place.The noodle was springy and tasted great  but the same could not be said for the wontons and the broth. The dumplings were not crunchy  basically lacking the succulent texture that you, 30 December 2014,2,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,very tasty noodles,had it for breakfast  ordered rice noodles with wonton  it was really good. the noodles was smooth and chewy and the soup was good  soy bean milk was great too. highly recommended. by the way i went to the shop in gateway, 26 December 2014,4,Bangkok  Thailand,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,A great little noodle bar,Stayed at the Jen orchard gateway and passed the noodle bar every day. Figured if the locals are prepared to que it must be good. The food was excellent although the service a little eratic  although that is part of the charm. Lovely delicate flavours , 13 December 2014,4,worcester,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Noodle Place Restaurant @ Orchard Gateway,It was time for dinner with the girls again... and the chosen venue was Noodle Place Restaurant (under the Prima Taste Group)  serving authentic Hong Kong cuisine such as noodles  etc. Three of us shared a platter of Roast Meat (SGD$28.00) - consisting of crispy, 27 August 2014,4,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Poor service and awful food.,We went to this restaurant for dinner tonight  as our own apartment is under renovation and we had to move to a service apartment nearby. We ordered seafood tofu claypot which was tasteless  and black pepper beef which was too salty. The wonton noodle soup, 5 November 2013,2,Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Like the meals  service great!!,Nice food meals arrived quick but not all together  average price for a lunch at $25 head with only 2 beers bought with group of 7, 20 September 2013,4,Sydney,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Food not bad  but hidden fees on an already overpriced meal,Just got back from this restaurant an hour ago. Party of five. Food not great  just ok. But when we saw the bill  so many hidden fees. Add ons to our bill that we didn't know  all on the table when we arrived: disposable towelettes, 8 August 2013,1,Philippines,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Not bad~,This is the second time I took my lunch here. The food is nice  price not cheap but okay  as you cannot really find very cheap food at this area because of the high rental  and it's in town area. As it was late after, 6 February 2013,4,Singapore  Singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Better than Crystal Jade!,I really don't know why are people flocking to Crystal Jade when there's Noodle Place Retaurant at Centrepoint  #01-53/56! This brightly-lited restaurant with authentic Cantonese Cuisine at a reasonable price and good service. I especially enjoyed their congee and noodles ... also some of their, 29 November 2012,5,singapore,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
Noodle Place,Good Quality Cantonese Food,We have been coming to this restaurant on and off for years. And since leaving Singapore a decade ago  have been visiting this place on a once a year basis as it is at Centre Point  just across the street from Holiday Inn where we, 6 September 2012,4,Kota Kinabalu  Malaysia,$$ - $$$,#8 160 of 10 434 Restaurants in Singapore
